If lines AB and CD intersect at point O, then angle AOC and angle DOB are called vertically opposite angles.	vertically_opposite_angles_AOC_DOB
If lines AB and CD cut one another at point O, then angle AOC and angle DOB are called vertically opposite angles.	vertically_opposite_angles_AOC_DOB
If lines AB and CD intersect at point O, then angle AOD and angle COB are called vertically opposite angles.	vertically_opposite_angles_AOD_COB
If lines AB and CD cut one another at point O, then angle AOD and angle COB are called vertically opposite angles.	vertically_opposite_angles_AOD_COB
If lines AB and CD intersect at point O, then angle AOC and angle AOD are adjacent angles.	adjacent_angles_AOC_AOD
If lines AB and CD intersect at point O, then angle BOC and angle BOD are adjacent angles.	adjacent_angles_BOC_BOD
If lines AB and CD intersect at point O, then angle DOA and angle DOB are adjacent angles.	adjacent_angles_DOA_DOB
If lines AB and CD intersect at point O, then angle COA and angle COB are adjacent angles.	adjacent_angles_COA_COB
If AB is straight line and O is point on AB, then angle AOB is called a straight angle.	straight_angle
Sum of two right angles is a straight angle.	sum_right_angles
If angles AOP and BOP are two right angles then their sum angle AOB is a straight angle.	sum_right_angles
If lines AB and CD intersect at point O, then angles AOC and AOD are adjacent angles on the same side of CD.	adjacent_angles_AOC_AOD
If lines AB and CD intersect at point O, then angles BOC and BOD are adjacent angles on the same side of CD.	adjacent_angles_BOC_BOD
If lines AB and CD intersect at point O, then angles DOA and DOB are adjacent angles on the same side of AB.	adjacent_angles_DOA_DOB
If lines AB and CD intersect at point O, then angles COA and COB are adjacent angles on the same side of AB.	adjacent_angles_COA_COB
If lines AB and CD intersect at point O, then sum of angles AOC and AOD are is equal to two right angles.	adjacent_angles_sum_two_right_angles
If lines AB and CD intersect at point O, then angles AOC and AOD are together equal to two right angles.	adjacent_angles_sum_two_right_angles
Adjacent angles which one straight line makes with another straight line on one side of it, are together equal to two right angles.	adjacent_angles_sum_two_right_angles
If two straight lines cut one another, the four angles so formed are together equal to four right angles.	four_angles_sum_four_right_angles
If two straight lines cut one another, the four angles so formed are equal to four right angles.	four_angles_sum_four_right_angles
Two angles are called complementary if their sum is equal to right angle.	complementary_angles
If the sum of angles AOP and POB is equal to a right angle, then angles AOB and POB are called complementary angles.	complementary_angles
If angles AOP and POB together equal a right angle, then angles AOB and POB are called complementary angles.	complementary_angles
Angles AOP and POB are complementary angles.	complementary_angles
Two angles are called complementary if their sum is equal to a right angle.	complementary_angles
Two angles are called supplementary if their sum is equal to two right angles.	right_supplementary_angles
Two angles are called supplementary if their sum is equal to a straight angle.	supplementary_angles
If the sum of angles AOP and POB is equal to two right angles, then angles AOP and POB are called supplementary angles.	right_supplementary_angles
If angles AOP and POB together equal to two right angles, then angles AOP and POB are called supplementary angles.	right_supplementary_angles
Two angles are called supplementary if their sum is equal to a straight angle.	supplementary_angles
If the sum of angles AOP and POB is equal to a straight angle, then angle AOP and POB are called supplementary angles.	supplementary_angles
If angles AOP and POB together equal to a straight angle, then angles AOP and POB are called supplementary angles.	supplementary_angles
Angles AOP and POB are supplementary angles.	supplementary_angles
If two straight lines intersect forming four angles of which one is known to be a right angle, prove that the other three are also right angles.	perpendicular_line_intersection
In the triangle ABC the angles ABC, ACB are given equal. If the side BC is produced both ways, show that the exterior angles so formed are equal.	equal_exterior_angles_isosceles_triangle
In the triangle ABC the angles ABC, ACB are given equal. If AB and AC are produced beyond the base, show that the exterior angles so formed are equal.	equal_exterior_angles_isosceles_triangle_1
OP is the internal bisector of angle AOB.	angle_AOB_bisector_OP
OP is the internal angle bisector of angle AOB.	angle_AOB_bisector_OP
OP is the angle bisector of angle AOB.	angle_AOB_bisector_OP
OP is the external bisector of angle AOB.	angle_AOB_external_bisector_OP
OP is the external angle bisector of angle AOB.	angle_AOB_external_bisector_OP
OP and OQ are internal and external bisectors of angle AOB.	angle_AOB_bisectors_OP_OQ
Prove that the bisectors of the adjacent angles which one straight line makes with another contain a right angle.	adjacent_angles_right_bisectors
The internal and external bisector of an angle are at right angle to one another.	adjacent_angles_right_bisectors
If OP and OQ are internal and external bisectors of angle AOB, then angle AOP and angle COQ are complementary.	angle_AOB_bisectors_OP_OQ
If OP and OQ are internal and external bisectors of angle AOB, then show that the angles BOP and COP are supplementary.	angle_AOB_bisectors_OP_OQ
If OP and OQ are internal and external bisectors of angle AOB, then show that the angles AOQ and BOQ are supplementary.	angle_AOB_bisectors_OP_OQ
If two straight lines cut one another, the vertically opposite angles are equal.	equal_vertically_opposite_angles
If from O, a point in AB, two straight lines OC, OD are drawn on opposite sides of AB so as to make the angle COB equal to the angle AOD. Show that OC and OD are in the same straight line.	vertically_opposite_angles_AOD_COB
Two straight lines AB, CD cross at O. If OX is the bisector of the angle BOD, prove that XO produced bisects the angle AOC.	bisecting_vertically_opposite_angles
A triangle is a plane figure bounded by three straight lines.	triangle_ABC
A quadrilateral is a plane figure bounded by four straight lines.	quadrilateral_ABCD
ABCD is a polygon with four sides.	quadrilateral_ABCD
ABCD is a  four-sided polygon.	quadrilateral_ABCD
ABCD is a quadrilateral.	quadrilateral_ABCD
ABC is a polygon with three sides.	triangle_ABC
ABC is a three-sided polygon.	triangle_ABC
ABCDE is a polygon with five sides.	pentagon_ABCDE
ABCDE is a five-sided polygon.	pentagon_ABCDE
ABCDE is a pentagon.	pentagon_ABCDE
ABCDEF is a polygon with six sides.	hexagon_ABCDEF
ABCDEF is a six-sided polygon.	hexagon_ABCDEF
ABCDEF is a hexagon.	hexagon_ABCDEF
A triangle is equilateral if all its sides are equal.	equilateral_triangle
A triangle is equiangular if all its angles are equal.	equiangular_trinagle
A triangle is regular when it is both equilateral and equiangular.	regular_triangle
ABC is regular triangle.	regular_triangle
If a triangle is equiangular, then it is also equilateral.	equiangular_equilateral
If a triangle is equilateral, then it is also equiangular.	equilateral_equiangular
A quadrilateral is equilateral if all its sides are equal.	equilateral_quadrilateral
ABCD is a rhombus.	equilateral_quadrilateral
A quadrilateral is equiangular if all its angles are equal.	equiangular_quadrilateral
ABCD is a rectangle.	equiangular_quadrilateral
A quadrilateral is regular when it is both equilateral and equiangular.	regular_quadrilateral
If ABCD is a quadrilateral, then AC and BD are called diagnols.	quadrilateral_diagnols
ABCD is a regular quadrilateral.	regular_quadrilateral
ABCD is a square.	regular_quadrilateral
A triangle is isosceles if two of its sides are equal.	isosceles_triangle
ABC is a right-angled triangle.	right_triangle
ABC is a obtuse-angled triangle.	obtuse_triangle
ABC is a acute-angled triangle.	acute_triangle
A triangle is scalene if all its sides are unequal.	triangle_ABC
In any triangle the straight line joining a vertex to the middle point of the opposite side is called a median.	triangle_median
In any triangle the straight line joining a vertex to the midpoint of the opposite side is called a median.	triangle_median
Triangles ABC and XYZ are equilateral and congruent.	equilateral_congruent
Triangles ABC and XYZ are equilateral and equal in all respects.	equilateral_congruent
Triangles ABC and XYZ are isosceles and congruent.	isosceles_congruent
Triangles ABC and XYZ are isosceles and equal in all respects.	isosceles_congruent
Triangles ABC and XYZ are scalene and congruent.	scalene_congruent
Triangles ABC and XYZ are scalene and equal in all respects.	scalene_congruent
Triangles ABC and XYZ are congruent.	scalene_congruent
Triangles ABC and XYZ are equal in all respects.	scalene_congruent
If two triangles have two sides of the one equal to two sides of the other, each to each, and the angles included by those sides equal, then the triangles are equal in all respects.	SAS_congruent
If two triangles have two sides of the one equal to two sides of the other, each to each, and the angles included by those sides equal, then the triangles are congruent.	SAS_congruent
Show that the bisector of the vertical angle of an isosceles triangle bisects the base.	vertical_isosceles_bisector_bisector
Show that the bisector of the vertical angle of an isosceles triangle is perpendicular to the base.	vertical_isosceles_bisector_perpendicular
Let O be the middle point of a straight line AB, and let OC be perpendicular to it. If P is any point in OC, prove that PA = PB.	midpoint_perpendicular_equal_sides
A quadrilateral all whose sides are equal and all whose angles are right angles is called a square.	regular_quadrilateral
A quadrilateral all whose sides are equal and whose opposite sides are parallel is called a rhombus.	equilateral_quadrilateral
A quadrilateral whose opposite sides are equal and all whose angles are right angles is called a rectangle.	rectangle
A quadrilateral whose opposite sides are equal and parallel is called a parallelogram.	parallelogram
In a square ABCD, the diagnols AC and BD are equal.	square_diagnols
ABCD is a square, and L, M, and N are the middle points of AB, BC, and CD. Prove that LM = MN.	square_midpoints_1
ABCD is a square, and L, M, and N are the middle points of AB, BC, and CD. Prove that AM = DM.	square_midpoints_2
ABCD is a square, and L, M, and N are the middle points of AB, BC, and CD. Prove that AN = AM.	square_midpoints_3
ABCD is a square, and L, M, and N are the middle points of AB, BC, and CD. Prove that BN = DM.	square_midpoints_4
ABC is an isosceles triangle. From the equal sides AB, AC two equal parts AX, AY are cut off, and BY and CX are joined. Prove that BY = CX.	isosceles_cross_connection
The angles at the base of an isosceles triangle are equal.	isosceles_angles
If the equal sides AB, AC of an isosceles triangle are produced, the exterior angles EBC, FCB are equal.	isosceles_exterior_angles
If the equal sides AB, AC of an isosceles triangle are produced, the exterior angles EBC, FCB are equal, for they are the supplements of the equal angles at the base.	isosceles_interior_exterior_angles
ABC is a an isosceles triangle with AB and AC being the equal sides. Angle BAC is called the vertical angle.	isosceles_vertical_angle
ABC is a an isosceles triangle with AB and AC being the equal sides. A is called the vertex.	isosceles_vertex
An isosceles triangle is symmetrical about the bisector of its vertical angle.	isosceles_vertical_bisector
An equilateral triangle is symmetrical about the bisector of any of its angles.	equilateral_vertical_bisector
ABCD is a four-sided figure whose sides are all equal, and the diagonal BD is drawn. Show that the angle ABD = the angle ADB.	rhombus_diagnol_1
ABCD is a four-sided figure whose sides are all equal, and the diagonal BD is drawn. Show that the angle CBD = the angle CDB.	rhombus_diagnol_2
ABCD is a four-sided figure whose sides are all equal. Show that the angle ABC = the angle ADC.	rhombus_diagnol_3
ABC, DBC are two isosceles triangles drawn on the same base BC, but on opposite sides of it. Prove that the angle ABD = the angle ACD.	opposite_isosceles_triangles
ABC, DBC are two isosceles triangles drawn on the same base BC and on the same side of it. Prove that the angle ABD = the angle ACD.	sameside_isosceles_triangles
AB, AC are the equal sides of an isosceles triangle ABC and L, M, N are the middle points of AB, BC, and CA respectively. Prove that LM = NM.	isosceles_midpoints_1
AB, AC are the equal sides of an isosceles triangle ABC and L, M, N are the middle points of AB, BC, and CA respectively. Prove that BN = CL.	isosceles_midpoints_2
AB, AC are the equal sides of an isosceles triangle ABC and L, M, N are the middle points of AB, BC, and CA respectively. Prove that the angle ALM = the angle ANM.	isosceles_midpoints_3
If two angles of a triangle are equal to one another, then the sides which are opposite to the equal angles are equal to one another.	angular_isosceles
An equiangular triangle is also equilateral.	equilateral_equiangular
If a triangle is equiangular then it is also equilateral.	equiangular_equilateral
If two triangles have the three sides of the one equal to the three sides of the other, each to each, they are equal in all respects.	scalene_congruent
If two triangles have the three sides of the one equal to the three sides of the other, each to each, they are congruent.	scalene_congruent
If two triangles have the three sides of the one equal to the three sides of the other, the triangles are equiangular to one another.	scalene_equiangular
Show that the straight line which joins the vertex of an isosceles triangle to the middle point of the base, bisects the vertical angle.	isosceles_vertex_midpoint
Show that the straight line which joins the vertex of an isosceles triangle to the middle point of the base, is perpendicular to the base.	isosceles_vertex_perpendicular
If ABCD is a rhombus show by drawing the diagonals AC, BD, that the angle ABC = the angle ADC.	rhombus_diagnols_opposite_angles
If ABCD is a rhombus show by drawing the diagonals AC, BD, that AC bisects each of the angles BAD, BCD.	rhombus_diagnols_diagnol_bisects
If ABCD is a rhombus show by drawing the diagonals AC, BD, that the diagonals bisect one another at right angles.	rhombus_diagnols_right_bisectors
If in a quadrilateral ABCD the opposite sides are equal, namely AB = CD and AD = CB. Prove that the angle ADC = the angle ABC.	parallelogram_opposite_angles
If ABC and DBC are two isosceles triangles drawn on the same side of same base BC, prove that the angle ABD = the angle ACD.	sameside_isosceles_triangles
If ABC and DBC are two isosceles triangles drawn on the opposite sides of the same base BC, prove that the angle ABD = the angle ACD.	opposite_isosceles_triangles
If ABC, DBC are two isosceles triangles drawn on opposite sides of the same base BC, and if AD be joined, prove that each of the angles BAC, BDC will be divided into two equal parts.	opposite_isosceles_triangles_1
Show that the straight lines which join the extremities of the base of an isosceles triangle to the middle points of the opposite sides are equal to one another.	isosceles_base_midpoint
Two given points in the base of an isosceles triangle are equidistant from the extremities of the base. Show that they are also equidistant from the vertex.	isosceles_base_equidistant_points
Show that the triangle formed by joining the middle points of the sides of an equilateral triangle is also equilateral.	equilateral_midpoints
ABC is an isosceles triangle having AB equal to AC and the angles at B and C are bisected by BO and CO. Show that BO = CO.	something
ABC is an isosceles triangle having AB equal to AC and the angles at B and C are bisected by BO and CO. Show that AO bisects the angle BAC.	something
Show that the diagnols of a Rhombus bisect one another at right angles.	rhombus_diagnols_right_bisectors
The equal sides BA, CA of an isosceles triangle BAC are produced beyond the vertex A to the points E and F, so that AE is equal to AF and FB, EC are joined. Show that FB is equal to EC.	isosceles_vertex_extension
If one side of a triangle is produced, then the exterior angle is greater than either of the interior opposite angles.	triangle_exterior_angle
ABC is a triangle. If the side AB is produced in one direction to X, then the exterior angle XCB is greater than either of the interior opposite angles ABC and BAC.	triangle_exterior_angle
Any two angles of a triangle are together less than two right angles.	triangle_two_angles_right_angles.asy
Every triangle must have at least two acute angles.	triangle_two_angles
Only one perpendicular can be drawn to a straight line from a given point outside it.	perpendicular_from_point
If AB is a straight line and O is a point outside AB then only one perpendicular can be drawn from O to AB.	perpendicular_from_point
Only one perpendicular can be drawn from a point to a straight line not passing through that point.	perpendicular_from_point
The perpendicular drawn from point O to the line AB is the shortest distance from O to AB.	perpendicular_from_point
ABC is a triangle and D any point within it. If BD and CD are joined, the angle BDC is greater than the angle BAC. Prove this by producing BD to meet AC.	triangle_internal_interior_angle
ABC is a triangle and D any point within it. If BD and CD are joined, the angle BDC is greater than the angle BAC. Prove this by joining AD, and producing it towards the base.	triangle_internal_interior_angle_1
If any side of a triangle is produced both ways, the exterior angles so formed are together greater than two right angles.	triangle_exterior_right_angles
ABC is a triangle. If BC is produced in both directions to X and Y, the exterior angles ABX and ACY are together greater than two right angles.	triangle_exterior_right_angles
To a given straight line there cannot be drawn from a point outside it more than two straight lines of the same given length.	lines_from_point
If the equal sides of an isosceles triangle are produced, the exterior angles must be obtuse.	isosceles_exterior_angles
If one side of a triangle is greater than another, then the angle opposite to the greater side is greater than the angle opposite to the lesser side.	triangle_angles_sides_1
If one angle of a triangle is greater than another, then the side opposite to the greater angle is greater than the side opposite to the lesser angle.	triangle_angles_sides_2
Any two sides of a triangle are together greater than the third side.	triangle_ABC
The shortest distance between two points is the straight line which joins them.	line_AB
The shortest distance points A and B is the line AB.	line_AB
Of all straight lines drawn from a given point to a given straight line the perpendicular is the least.	smallest_line_from_point
Of all straight lines drawn from a given point to a given straight line the perpendicular is the shortest.	smallest_line_from_poin
If OC is the shortest straight line from O to AB, then OC is perpendicular to AB.	perpendicular_from_point
Two obliques OP, OQ, which cut AB at equal distances from C, the foot of the perpendicular, are equal.	obliques_and_perpendicular
If OP and OQ are oblique lines from O to AB such that CP is equal to CQ where OC is the perpendicular from O to AB, then OP and OQ are also equal.	obliques_and_perpendicular
Of two obliques OQ, OR, if OR cuts AB at the greater distance from C, the foot of the perpendicular, then OR is greater than OQ.	obliques_and_perpendicular_1
The hypotenuse is the greatest side of a right-angled triangle.	right_triangle
If ABC is a right triangle with angle ABC as the right angle, then AC is called the hypotenuse.	right_triangle
If ABC is a right triangle with angle ABC as the right angle, then AC is the greatest side.	right_triangle
The greatest side of any triangle makes acute angles with each of the other sides.	obtuse_triangle_acute_angles
If from the ends of a side of a triangle, two straight lines are drawn to a point within the triangle, then these straight lines are together less than the other two sides of the triangle.	triangle_internal_point
BC, the base of an isosceles triangle ABC, is produced to any point D. Show that AD is greater than either of the equal sides.	isosceles_base_extension
If in a quadrilateral the greatest and least sides are opposite to one another, then each of the angles adjacent to the least side is greater than its opposite angle.	quadrilateral_sides_angles
In a triangle ABC, if AC is not greater than AB, show that any straight line drawn through the vertex A and terminated by the base BC, is less than AB.	triangle_vertex_base
ABC is a triangle, in which OB, OC bisect the angles ABC, ACB respectively. Show that, if AB is greater than AC, then OB is greater than OC.	something
The difference of any two sides of a triangle is less than the third side.	triangle_ABC
The sum of the distances of any point from the three angular points of a triangle is greater than half its perimeter.	triangle_internal_point_1
ABC is a triangle, and the vertical angle BAC is bisected by a line which meets BC in X. Show that BA is greater than BX, and CA greater than CX.	something
The sum of the distances of any point within a triangle from its angular points is less than the perimeter of the triangle.	triangle_internal_point_1
The sum of the diagonals of a quadrilateral is not greater than the sum of the four straight lines drawn from the angular points to any given point.	something
In a triangle any two sides are together greater than twice the median which bisects the remaining side. Prove by producing the median.	triangle_median_produced
In any triangle the sum of the medians is less than the perimeter.	triangle_medians
The perimeter of a quadrilateral is greater than the sum of its diagnols.	quadrilateral_diagnols_perimeter
#parallels
Lines in the same plane that do not meet however far they are produced beyond both ends are called parallel straight lines.	parallel_lines
Two intersecting straight lines cannot both be parallel to a third straight line.	intersecting_parallel
Through a given point there can be only one straight line parallel to a given straight line.	point_parallel_line
When two straight lines AB, CD are met by a third straight line EF, eight angles are formed.	lines_eight_angles
When two straight lines AB, CD are crossed by a third straight line EF, eight angles are formed.	lines_eight_angles
When two straight lines AB, CD are intersected by a third straight line EF, eight angles are formed.	lines_eight_angles
When two straight lines AB, CD are met by a third straight line EF at points X and Y, angles AXE, EXB, CYF, FYD are called exterior angles.	lines_exterior_angles
When two straight lines AB, CD are met by a third straight line EF at points X and Y, angles AXY, BXY, CYX, DYX are called interior angles.	lines_interior_angles
When two straight lines AB, CD are met by a third straight line EF at points X and Y, angles AXY, XYD are called alternate angles.
When two straight lines AB, CD are met by a third straight line EF at points X and Y, angles BXY, XYC are called alternate angles.
When two straight lines AB, CD are met by a third straight line EF at points X and Y, angle XYD is the interior opposite angle of angle EXB on the same side of EF.
When two straight lines AB, CD are met by a third straight line EF at points X and Y, angles XYD and EXB corresponding angles on the same side of EF.
When two straight lines AB, CD are met by a third straight line EF at points X and Y, angle XYC is the interior opposite angle of angle EXA on the same side of EF.
When two straight lines AB, CD are met by a third straight line EF at points X and Y, angles XYC and EXA corresponding angles on the same side of EF.
When two straight lines AB, CD are met by a third straight line EF at points X and Y, angle YXB is the interior opposite angle of angle FYD on the same side of EF.
When two straight lines AB, CD are met by a third straight line EF at points X and Y, angles YXB and FYD corresponding angles on the same side of EF.
When two straight lines AB, CD are met by a third straight line EF at points X and Y, angle YXA is the interior opposite angle of angle FYC on the same side of EF.
When two straight lines AB, CD are met by a third straight line EF at points X and Y, angles YXA and FYC corresponding angles on the same side of EF.
If a straight line cuts two other straight lines so as to make the alternate angles equal, then the two straight lines are parallel.
If a straight line cuts two other straight lines so as to make an exterior angle equal to the interior opposite angle on the same side of the cutting line, then the two straight lines are parallel.
If a straight line cuts two other straight lines so as to make the interior angles on the same side equal to two right angles, then the two straight lines are parallel.
A straight line drawn across a set of given lines is called a transversal.
If a straight line cuts two parallel lines, it makes the alternate angles equal to one another.
If a straight line cuts two parallel lines, it makes the exterior angle equal to the interior opposite angle on the same side of the cutting line.
If a straight line cuts two parallel lines, it makes the two interior angles on the same side together equal to two right angles.
Parallel straight lines have the same direction but differ in position.
Through any point we may assume a line to pass parallel to any given straight line.
Straight lines which are parallel to the same straight line are parallel to one another.
Straight lines which are perpendicular to the same straight line are parallel to one another.
If a straight line meets two or more parallel straight lines, and is perpendicular to one of them, it is also perpendicular to all the others.
Angles of which the arms are parallel, each to each, are either equal or supplementary.
Two straight lines AB, CD bisect one another at O. Show that the straight lines joining AC and BD are parallel.
Any straight line drawn parallel to the base of an isosceles triangle makes equal angles with the sides.
If from any point in the bisector of an angle a straight line is drawn parallel to either arm of the angle, the triangle thus formed is isosceles.
From X, a point in the base BC of an isosceles triangle ABC, a straight line is drawn at right angles to the base, cutting AB in Y, and CA produced in Z. Show the triangle AYZ is isosceles.
If the straight line which bisects an exterior angle of a triangle is parallel to the opposite side, show that the triangle is isosceles.
The straight lines drawn from any point in the bisector of an angle parallel to the arms of the angle, and terminated by them are equal and the resulting figure is a Rhombus.
AB and CD are two straight lines intersecting at D, and the adjacent angles so formed are bisected. If through any point X in DC a straight line XYZ is drawn parallel to AB and meeting the bisectors in Y and Z, show that XY is equal to XZ.
#triangles_continued
The three angles of a triangle are together equal to two right angles.
If a side of a triangle is produced, the exterior angle is equal to the sum of the two interior opposite angles.
If two triangles have two angles of the one respectively equal to two angles of the other, then the third angle of the one is equal to the third angle of the other.
In any right-angled triangle the two acute angles are complementary.
If one angle of a triangle is equal to the sum of the other two, the triangle is right-angled.
The sum of the angles of any quadrilateral figure is equal to four right angles.
Prove that the three angles of a triangle are together equal to two right angles by supposing a line drawn through the vertex parallel to the base.
If two straight lines are perpendicular to two other straight lines, each to each, the acute angle between the first pair is equal to the acute angle between the second pair.
A pentagon is equilateral if all its sides are equal.	equilateral_pentagon
A pentagon is equiangular if all its angles are equal.	equiangular_pentagon
A pentagon is regular when it is both equilateral and equiangular.	regular_pentagon
ABCDE is a regular pentagon.	regular_pentagon
A hexagon is equilateral if all its sides are equal.	equiangular_hexagon
A hexagon is equiangular if all its angles are equal.	equiangular_hexagon
A hexagon is regular when it is both equilateral and equiangular.	regular_hexagon
ABCDEF is a regular hexagon.	regular_hexagon
All the interior angles of any rectilineal figure, together with four right angles, are equal to twice as many right angles as the figure has sides.	something
If the sides of a rectilineal figure, which has no re-entrant angle, are produced in order, then all the exterior angles so formed are together equal to four right angles.	something
If one side of a regular hexagon is produced, show that the exterior angle is equal to the interior angle of an equilateral triangle.	something
Express in degrees the magnitude of each exterior angle of 1. regular octagon,2. a regular decagon.
How many sides has a regular polygon if each exterior angle is (i) 30°, (ii) 24°?	something
If a straight line meets two parallel straight lines, and the two interior angles on the same side are bisected, show that the bisectors meet at right angles.
If the base of any triangle is produced both ways, show that the sum of the two exterior angles mirius the vertical angle is equal to two right angles.
In a triangle ABC the base angles at B and C are bisected by BO and CO respectively. Shew that the angle BOC = 90° + A/2
In the triangle ABC, the sides AB, AC are produced, and the exterior angles are bisected by BO and CO. Show that the angle BOC 90° - A/2.
The angle contained by the bisectors of two adjacent angles of a quadrilateral is equal to half the sum of the remaining angles.
The straight line joining the middle point of the hypotenuse of a right-angled triangle to the right angle is equal to half the hypotenuse.
If two triangles have two angles of one equal to two angles of the other, each to each, and any side of the first equal to the corresponding side of the other, the triangles are equal in all respects.
Show that the perpendiculars drawn from the extremities of the base of an isosceles triangle to the opposite sides are equal.
Any point on the bisector of an angle is equidistant from the arms of the angle.
Through O, the middle point of a straight line AB, any straight line is drawn, and perpendiculars AX and BY are dropped upon it from A and B: show that AX is equal to BY.
If the bisector of the vertical angle of a triangle is at right angles to the base, the triangle is isosceles.
If in a triangle the perpendicular from vertex to the base bisects the base, then the triangle is isosceles.
If the bisector of the vertical angle of triangle also bisects the base, the triangle is isosceles.
The middle point of any straight line which meets two parallel straight lines, and is terminated by them, is equidistant from the parallels.
A straight line drawn between two parallels, and terminated by them, is bisected. Show that any other straight line passing through the middle point and terminated by the parallels is also bisected at that point.
If through a point equidistant from two parallel straight lines, two straight lines are drawn cutting the parallels, the portions of the latter thus intercepted are equal.
Two right-angled triangles which have their hypotenuses equal, and one side of one equal to one side of the other, are equal in all respects.
If two triangles have two sides of the one equal to two sides of the other, each to each, but the angle included by the two sides of one greater than the angle included by the corresponding sides of the other, then the base of that which has the greater angle is greater than the base of the other.
If two triangles have two sides of the one equal to two sides of the other, each to each, but the base of one greater than the base of the other, then the angle contained by the sides of that which has the greater base is greater than the angle contained by the corresponding sides of the other.
The perpendicular is the shortest line that can be drawn to a given straight line from a given point.
Obliques which make equal angles with the perpendicular are equal.
Of two obliques the less is that which ynakcs the smaller angle with the perpendicular.
If two triangles have two sides of the one equal to two sides of the other, each to each, and have likewise the angles opposite to one pair of equal sides equal, then the angles opposite to the other pair of equal sides are either equal or supplementary, and in the former case the triangles are equal in all respects.
#parallelograms
A quadrilateral is a plane figure bounded by four straight lines.
The straight line which joins opposite angular points in a quadrilateral is called a diagonal.
A parallelogram is a quadrilateral whose opposite sides are parallel.
A rectangle is a parallelogram whicli has one of its angles a right angle.
A square is a rectangle which has two adjacent sides equal.
A rhombus is a quadrilateral which has all its sides equal, but its angles are not right angles.
A trapezium is a quadrilateral which has one pair of parallel sides.
The straight lines which join the extremities of two equal and parallel straight lines towards the same parts are themselves equal and parallel.
The opposite sides and angles of a parallelogram are equal to one another, and each diagonal bisects the parallelogram.
If one angle of a parallelogram is a right angle, all its angles are right angles.
All the angles of a rectangle are right angles.
All the sides of a square are equal and all its angles are right angles.
The diagonals of a 'parallelogram bisect one another.
If the opposite sides of a quadrilateral are equal, the figure is a parallelogram.
If the opposite angles of a quadrilateral are equal, the figure is a parallelogram.
If the diagonals of a quadrilateral bisect each other, the figure is a parallelogram.
The diagonals of a rhombus bisect one another at right angles.
If the diagonals of a parallelogram are equal, all its angles are right angles.
In a parallelogram which is not rectangular the diagonals are unequal.
Prove that a rhombus is symmetrical about either diagonal.
Prove that the diagonals of a square are the axes of symmetry.
Prove that the lines joining the middle points of the opposite sides of a square are the axes of symmetry.
The diagonals of a rectangle divide the figure into two congruent triangles, but the diagonals are not axes of symmetry.
Prove that the lines joining the middle points of the opposite sides of a rectangle are the axes of symmetry.
In a quadrilateral ABCD, AB = AD and CB = CD, but the sides are not all equal. Then the diagonal AC is an axis of symmetry.
Two parallelograms are identically equal if two adjacent sides of one are equal to two adjacent sides of the other, each to each, and one angle of one equal to one angle of the other.
Two rectangles are equal if two adjacent sides of one are equal to two adjacent sides of the other, each to each.
